iter	Passed	Remaining
304	17092	38949
305	17151	38899
306	17207	38843
307	17267	38795
308	17316	38724
309	17355	38630
310	17397	38541
311	17449	38477
312	17501	38412
313	17564	38372
314	17623	38324
315	17669	38247
316	17734	38209
317	17786	38145
318	17853	38113
319	17921	38083
320	17990	38054
321	18049	38005
322	18098	37933
323	18155	37879
324	18205	37810
325	18246	37724
326	18315	37696
327	18373	37642
328	18433	37595
329	18496	37553
330	18583	37559
331	18637	37499
332	18687	37431
333	18733	37355
334	18786	37292
335	18832	37217
336	18894	37172
337	18956	37127
338	19006	37060
339	19061	37001
340	19113	36938
341	19158	36859
342	19201	36779
343	19255	36720
344	19312	36664
345	19360	36594
346	19398	36504
347	19453	36447
348	19498	36370
349	19539	36287
350	19593	36227
351	19670	36212
352	19750	36199
353	19809	36150
354	19876	36113
355	19963	36114
356	20077	36161
357	20166	36164
358	20223	36109
359	20303	36094
360	20389	36091
361	20513	36153
362	20618	36181
363	20687	36146
364	20762	36121
365	20843	36106
366	20940	36118
367	21016	36093
368	21093	36070
369	21155	36021
370	21213	35964
371	21256	35884
372	21302	35808
373	21365	35761
374	21421	35702
375	21479	35646
376	21554	35618
377	21643	35614
378	21722	35592
379	21783	35541
380	21837	35478
381	21923	35467
382	21989	35424
383	22059	35387
384	22141	35368
385	22201	35315
386	22275	35283
387	22432	35383
388	22501	35343
389	22570	35302
390	22632	35251
391	22699	35206
392	22754	35144
393	22800	35068
394	22854	35004
395	22903	34933
396	22946	34853
397	22993	34779
398	23039	34703
399	23087	34631
400	23133	34556
401	23181	34483
402	23231	34414
403	23278	34341
404	23331	34276
405	23378	34203
406	23423	34127
407	23473	34059
408	23523	33991
409	23572	33922
410	23619	33848
411	23671	33783
412	23721	33715
413	23771	33647
414	23816	33572
415	23859	33494
416	23907	33424
417	23951	33348
418	23991	33267
419	24039	33197
420	24088	33129
421	24131	33052
422	24178	32980
423	24224	32908
424	24263	32827
425	24306	32751
426	24354	32682
427	24397	32605
428	24443	32534
429	24491	32465
430	24538	32395
431	24583	32322
432	24633	32256
433	24685	32192
434	24732	32123
435	24783	32059
436	24826	31984
437	24874	31917
438	24915	31839
439	24962	31770
440	25007	31698
441	25057	31633
442	25110	31572
443	25153	31497
444	25196	31424
445	25239	31351
446	25297	31296
447	25355	31241
448	25415	31189
449	25472	31132
450	25529	31076
451	25578	31011
452	25632	30951
453	25683	30887
454	25725	30814
455	25774	30748
456	25818	30677
457	25869	30613
458	25922	30554
459	25983	30502
460	26045	30452
461	26123	30420
462	26180	30365
463	26288	30368
464	26342	30308
465	26396	30248
466	26449	30187
467	26503	30128
468	26543	30052
469	26588	29983
470	26646	29927
471	26699	29867
472	26747	29801
473	26801	29741
474	26858	29685
475	26920	29634
476	26970	29571
477	27060	29551
478	27122	29500
479	27187	29452
480	27263	29417
481	27331	29372
482	27415	29345
483	27477	29293
484	27534	29237
485	27579	29168
486	27626	29101
487	27669	29030
488	27721	28968
489	27781	28915
490	27833	28853
491	27895	28803
492	27962	28757
493	28021	28702
494	28077	28645
495	28138	28592
496	28185	28526
497	28234	28461
498	28279	28392
499	28324	28324
500	28367	28254
501	28418	28191
502	28464	28125
503	28511	28058
504	28566	28000
505	28617	27938
506	28667	27875
507	28722	27818
508	28766	27749
509	28813	27683
510	28866	27623
511	28915	27560
512	28960	27492
513	29016	27435
514	29055	27362
515	29095	27290
516	29154	27236
517	29200	27170
518	29240	27099
519	29292	27039
520	29336	26971
521	29390	26912
522	29436	26847
523	29497	26795
524	29540	26727
525	29587	26662
526	29642	26605
527	29691	26542
528	29750	26488
529	29809	26434
530	29872	26384
531	29932	26331
532	29984	26271
533	30038	26213
534	30090	26153
535	30147	26098
536	30196	26035
537	30256	25982
538	30308	25922
539	30364	25866
540	30421	25810
541	30476	25753
542	30529	25694
543	30578	25632
544	30635	25576
545	30690	25519
546	30737	25455
547	30797	25402
548	30872	25361
549	30999	25362
550	31097	25340
551	31147	25279
552	31190	25211
553	31241	25151
554	31296	25093
555	31342	25029
556	31391	24966
557	31448	24910
558	31497	24848
559	31556	24794
560	31609	24735
561	31664	24678
562	31716	24618
563	31775	24564
564	31825	24502
565	31878	24444
566	31923	24379
567	31974	24318
568	32019	24253
569	32066	24190
570	32117	24130
571	32168	24070
572	32204	23998
573	32247	23933
574	32308	23880
575	32374	23830
576	32424	23770
577	32480	23713
578	32525	23650
579	32577	23590
580	32638	23538
581	32692	23479
582	32759	23431
583	32824	23381
584	32882	23326
585	32934	23267
586	32995	23214
587	33044	23153
588	33092	23091
589	33135	23026
590	33189	22968
591	33235	22905
592	33276	22839
593	33321	22775
594	33387	22726
595	33436	22665
596	33504	22616
597	33565	22563
598	33640	22520
599	33702	22468
600	33778	22425
601	33830	22366
602	33884	22308
603	33934	22248
604	33984	22188
605	34040	22131
606	34088	22070
607	34136	22009
608	34189	21951
609	34237	21889
610	34289	21830
611	34335	21768
612	34389	21710
613	34457	21661
614	34522	21611
615	34570	21550
616	34624	21492
617	34703	21451
618	34769	21400
619	34835	21350
620	34882	21289
621	34931	21228
622	34973	21163
623	35013	21098
624	35063	21038
625	35116	20979
626	35159	20916
627	35211	20858
628	35267	20801
629	35343	20757
630	35386	20693
631	35433	20631
632	35480	20570
633	35534	20513
634	35597	20461
635	35667	20413
636	35739	20366
637	35817	20322
638	35874	20267
639	35937	20215
640	35986	20154
641	36037	20095
642	36092	20038
643	36150	19984
644	36206	19927
645	36260	19870
646	36310	19810
647	36368	19755
648	36418	19696
649	36494	19650
650	36557	19598
651	36607	19538
652	36650	19475
653	36710	19421
654	36768	19366
655	36829	19313
656	36885	19256
657	36932	19195
658	36995	19143
659	37046	19084
660	37104	19029
661	37160	18973
662	37220	18918
663	37271	18860
664	37329	18805
665	37382	18747
666	37428	18685
667	37481	18628
668	37532	18569
669	37577	18508
670	37640	18455
671	37693	18398
672	37747	18340
673	37806	18286
674	37890	18243
675	37940	18184
676	37995	18127
677	38051	18071
678	38214	18065
679	38304	18025
680	38354	17966
681	38414	17911
682	38477	17858
683	38528	17799
684	38604	17752
685	38656	17693
686	38702	17633
687	38752	17573
688	38806	17516
689	38857	17457
690	38944	17415
691	39011	17363
692	39090	17317
693	39166	17269
694	39234	17218
695	39315	17172
696	39392	17124
697	39460	17073
698	39513	17015
699	39579	16962
700	39760	16959
701	39839	16912
702	39898	16856
703	39947	16795
704	40014	16743
705	40102	16700
706	40182	16652
707	40273	16609
708	40353	16562
709	40446	16520
710	40539	16478
711	40615	16428
712	40661	16367
713	40700	16303
714	40756	16245
715	40806	16185
716	40855	16125
717	40912	16068
718	40967	16010
719	41025	15954
720	41098	15903
721	41168	15851
722	41223	15793
723	41302	15745
724	41387	15698
725	41435	15638
726	41493	15581
727	41556	15526
728	41609	15468
729	41672	15413
730	41748	15362
731	41820	15311
732	41899	15262
733	41975	15211
734	42032	15154
735	42118	15107
736	42216	15064
737	42282	15010
738	42351	14957
739	42407	14899
740	42457	14840
741	42515	14783
742	42588	14731
743	42648	14674
744	42727	14624
745	42797	14571
746	42876	14521
747	42950	14469
748	43021	14417
749	43094	14364
750	43160	14310
751	43239	14259
752	43385	14231
753	43454	14177
754	43501	14116
755	43563	14060
756	43631	14006
757	43687	13947
758	43744	13889
759	43806	13833
760	43856	13773
761	43913	13715
762	43971	13658
763	44024	13599
764	44078	13540
765	44127	13480
766	44182	13421
767	44235	13362
768	44281	13301
769	44331	13241
770	44388	13184
771	44442	13125
772	44494	13066
773	44548	13007
774	44601	12948
775	44668	12894
776	44762	12846
777	44827	12791
778	44871	12729
779	44934	12673
780	44994	12616
781	45096	12571
782	45228	12534
783	45287	12477
784	45351	12421
785	45418	12365
786	45478	12308
787	45530	12249
788	45576	12188
789	45629	12129
790	45691	12072
791	45755	12016
792	45807	11957
793	45857	11897
794	45900	11835
795	45962	11779
796	46015	11720
797	46074	11663
798	46135	11606
799	46178	11544
800	46225	11484
801	46280	11425
802	46335	11367
803	46390	11309
804	46449	11251
805	46519	11197
806	46581	11140
807	46634	11081
808	46691	11023
809	46768	10970
810	46852	10918
811	46923	10864
812	47019	10814
813	47094	10761
814	47172	10707
815	47239	10652
816	47304	10595
817	47368	10539
818	47433	10482
819	47502	10427
820	47560	10369
821	47620	10311
822	47693	10257
823	47774	10204
824	47849	10149
825	47924	10095
826	47993	10039
827	48063	9984
828	48120	9925
829	48188	9869
830	48240	9810
831	48324	9757
832	48401	9703
833	48489	9651
834	48640	9611
835	48760	9565
836	48888	9520
837	48981	9468
838	49074	9417
839	49138	9359
840	49206	9303
841	49268	9245
842	49312	9183
843	49378	9126
844	49437	9068
845	49519	9014
846	49602	8960
847	49663	8901
848	49730	8844
849	49812	8790
850	49886	8734
851	49949	8676
852	50007	8617
853	50061	8558
854	50116	8499
855	50180	8441
856	50250	8384
857	50329	8329
858	50438	8279
859	50497	8220
860	50552	8161
861	50635	8106
862	50710	8050
863	50786	7994
864	50857	7937
865	50939	7882
866	51026	7827
867	51090	7769
868	51145	7710
869	51202	7650
870	51279	7594
871	51362	7539
872	51443	7483
873	51529	7428
874	51605	7372
875	51645	7310
876	51696	7250
877	51761	7192
878	51828	7134
879	51901	7077
880	51982	7021
881	52044	6962
882	52092	6902
883	52162	6844
884	52232	6787
885	52291	6728
886	52344	6668
887	52402	6609
888	52451	6549
889	52514	6490
890	52595	6434
891	52664	6376
892	52713	6316
893	52781	6258
894	52853	6200
895	52911	6141
896	52968	6082
897	53041	6024
898	53177	5974
899	53250	5916
900	53307	5857
901	53366	5798
902	53427	5739
903	53497	5681
904	53581	5624
905	53646	5566
906	53707	5506
907	53792	5450
908	53871	5393
909	53957	5336
910	54037	5279
911	54112	5221
912	54176	5162
913	54240	5103
914	54297	5043
915	54345	4983
916	54413	4925
917	54488	4867
918	54561	4809
919	54624	4749
920	54703	4692
921	54774	4633
922	54839	4574
923	54925	4517
924	54987	4458
925	55028	4397
926	55081	4337
927	55144	4278
928	55199	4218
929	55252	4158
930	55312	4099
931	55374	4040
932	55421	3979
933	55479	3920
934	55531	3860
935	55578	3800
936	55623	3739
937	55678	3680
938	55732	3620
939	55786	3560
940	55836	3500
941	55888	3441
942	55928	3380
943	55986	3321
944	56039	3261
945	56092	3201
946	56135	3141
947	56174	3081
948	56227	3021
949	56283	2962
950	56336	2902
951	56383	2842
952	56432	2783
953	56491	2723
954	56542	2664
955	56593	2604
956	56631	2544
957	56683	2485
958	56740	2425
959	56795	2366
960	56852	2307
961	56900	2247
962	56957	2188
963	57011	2129
964	57066	2069
965	57114	2010
966	57165	1950
967	57219	1891
968	57269	1832
969	57324	1772
970	57375	1713
971	57421	1654
972	57464	1594
973	57507	1535
974	57556	1475
975	57607	1416
976	57659	1357
977	57705	1298
978	57755	1238
979	57803	1179
980	57851	1120
981	57897	1061
982	57948	1002
983	57995	943
984	58044	883
985	58092	824
986	58142	765
987	58192	706
988	58241	647
989	58285	588
990	58337	529
991	58386	470
992	58439	411
993	58483	353
994	58521	294
995	58567	235
996	58610	176
997	58666	117
998	58712	58
999	58758	0
